Namespace(batch_size=128, bi=True, data_name='rest_data_pair_24K.txt', embedding_size=300, encoder_dropout=0.2, end_epoch=40, hidden_size=256, lr=0.001, n_layers_decoder=1, n_layers_encoder=2, n_sample=10, review_name='rest', topic_choice='NTM', topic_dimension=50, topic_hidden_size=400, topic_train_epoch=50, torch_seed=12345)
Read 24270 sentence pairs
Filtered to 22410 pairs
Indexing words...
Indexed 15361 words in input language, 15361 words in output
keep_words 5454 / 15357 = 0.3551
There are 1450489 tokens in data
There are 22410 pairs sentence in total
Read 24270 sentence pairs
Filtered to 22410 pairs
Indexing words...
Indexed 15361 words in input language, 15361 words in output
keep_words 5454 / 15357 = 0.3551
The max length of sentence is: 111
The encoder sentences average length is: 11.87
The decoder sentences average length is: 12.34
Epoch[1/50], Step [10/176], Log Doc Loss: 103.5400, KL Div: 1.40139
Epoch[1/50], Step [20/176], Log Doc Loss: 103.1834, KL Div: 0.54533
Epoch[1/50], Step [30/176], Log Doc Loss: 107.8369, KL Div: 0.64231
Epoch[1/50], Step [40/176], Log Doc Loss: 107.3004, KL Div: 0.44274
Epoch[1/50], Step [50/176], Log Doc Loss: 109.5187, KL Div: 0.38841
Epoch[1/50], Step [60/176], Log Doc Loss: 103.9447, KL Div: 0.23872
Epoch[1/50], Step [70/176], Log Doc Loss: 102.5743, KL Div: 0.20230
Epoch[1/50], Step [80/176], Log Doc Loss: 104.9749, KL Div: 0.17467
Epoch[1/50], Step [90/176], Log Doc Loss: 98.5758, KL Div: 0.18116
Epoch[1/50], Step [100/176], Log Doc Loss: 120.8793, KL Div: 0.14676
Epoch[1/50], Step [110/176], Log Doc Loss: 106.7191, KL Div: 0.10391
Epoch[1/50], Step [120/176], Log Doc Loss: 114.1115, KL Div: 0.09335
Epoch[1/50], Step [130/176], Log Doc Loss: 94.8736, KL Div: 0.08044
Epoch[1/50], Step [140/176], Log Doc Loss: 104.0046, KL Div: 0.07691
Epoch[1/50], Step [150/176], Log Doc Loss: 102.5451, KL Div: 0.05585
Epoch[1/50], Step [160/176], Log Doc Loss: 120.8303, KL Div: 0.05339
Epoch[1/50], Step [170/176], Log Doc Loss: 97.4452, KL Div: 0.04013
Epoch[2/50], Step [10/176], Log Doc Loss: 101.0047, KL Div: 0.05647
Epoch[2/50], Step [20/176], Log Doc Loss: 100.7794, KL Div: 0.04112
Epoch[2/50], Step [30/176], Log Doc Loss: 105.1424, KL Div: 0.04207
Epoch[2/50], Step [40/176], Log Doc Loss: 104.7427, KL Div: 0.03329
Epoch[2/50], Step [50/176], Log Doc Loss: 106.8933, KL Div: 0.02143
Epoch[2/50], Step [60/176], Log Doc Loss: 101.4031, KL Div: 0.01534
Epoch[2/50], Step [70/176], Log Doc Loss: 100.1456, KL Div: 0.01831
Epoch[2/50], Step [80/176], Log Doc Loss: 102.4154, KL Div: 0.01883
Epoch[2/50], Step [90/176], Log Doc Loss: 96.2118, KL Div: 0.01589
Epoch[2/50], Step [100/176], Log Doc Loss: 118.2011, KL Div: 0.01589
Epoch[2/50], Step [110/176], Log Doc Loss: 104.2377, KL Div: 0.01119
Epoch[2/50], Step [120/176], Log Doc Loss: 111.4249, KL Div: 0.01025
Epoch[2/50], Step [130/176], Log Doc Loss: 92.5878, KL Div: 0.00917
Epoch[2/50], Step [140/176], Log Doc Loss: 101.5570, KL Div: 0.00873
Epoch[2/50], Step [150/176], Log Doc Loss: 100.1107, KL Div: 0.00730
Epoch[2/50], Step [160/176], Log Doc Loss: 118.0955, KL Div: 0.00643
Epoch[2/50], Step [170/176], Log Doc Loss: 95.1776, KL Div: 0.00596
Epoch[3/50], Step [10/176], Log Doc Loss: 98.6655, KL Div: 0.00591
Epoch[3/50], Step [20/176], Log Doc Loss: 98.5209, KL Div: 0.00490
Epoch[3/50], Step [30/176], Log Doc Loss: 102.6262, KL Div: 0.00425
Epoch[3/50], Step [40/176], Log Doc Loss: 102.3280, KL Div: 0.00399
Epoch[3/50], Step [50/176], Log Doc Loss: 104.4053, KL Div: 0.00317
Epoch[3/50], Step [60/176], Log Doc Loss: 99.0005, KL Div: 0.00295
Epoch[3/50], Step [70/176], Log Doc Loss: 97.8453, KL Div: 0.00314
Epoch[3/50], Step [80/176], Log Doc Loss: 99.9810, KL Div: 0.00258
Epoch[3/50], Step [90/176], Log Doc Loss: 93.9840, KL Div: 0.00238
