Namespace(batch_size=128, bi=True, data_name='rest_data_pair_24K.txt', embedding_size=300, encoder_dropout=0.2, end_epoch=40, hidden_size=256, lr=0.001, n_layers_decoder=1, n_layers_encoder=2, n_sample=10, review_name='rest', topic_choice='NTM', topic_dimension=200, topic_hidden_size=400, topic_train_epoch=50, torch_seed=12345)
Read 24270 sentence pairs
Filtered to 22410 pairs
Indexing words...
Indexed 15361 words in input language, 15361 words in output
keep_words 5454 / 15357 = 0.3551
There are 1450489 tokens in data
There are 22410 pairs sentence in total
Read 24270 sentence pairs
Filtered to 22410 pairs
Indexing words...
Indexed 15361 words in input language, 15361 words in output
keep_words 5454 / 15357 = 0.3551
The max length of sentence is: 111
The encoder sentences average length is: 11.87
The decoder sentences average length is: 12.34
Epoch[1/50], Step [10/176], Log Doc Loss: 103.5414, KL Div: 5.13875
Epoch[1/50], Step [20/176], Log Doc Loss: 103.1791, KL Div: 2.14540
Epoch[1/50], Step [30/176], Log Doc Loss: 107.8317, KL Div: 2.29721
Epoch[1/50], Step [40/176], Log Doc Loss: 107.2611, KL Div: 1.52414
Epoch[1/50], Step [50/176], Log Doc Loss: 109.5640, KL Div: 1.54913
Epoch[1/50], Step [60/176], Log Doc Loss: 103.8989, KL Div: 0.74117
Epoch[1/50], Step [70/176], Log Doc Loss: 102.5251, KL Div: 0.68254
Epoch[1/50], Step [80/176], Log Doc Loss: 104.9446, KL Div: 0.63470
Epoch[1/50], Step [90/176], Log Doc Loss: 98.5194, KL Div: 0.54938
Epoch[1/50], Step [100/176], Log Doc Loss: 120.8110, KL Div: 0.56693
Epoch[1/50], Step [110/176], Log Doc Loss: 106.7014, KL Div: 0.35531
Epoch[1/50], Step [120/176], Log Doc Loss: 114.0583, KL Div: 0.28370
Epoch[1/50], Step [130/176], Log Doc Loss: 94.8264, KL Div: 0.21710
Epoch[1/50], Step [140/176], Log Doc Loss: 103.9911, KL Div: 0.18004
Epoch[1/50], Step [150/176], Log Doc Loss: 102.5720, KL Div: 0.15059
Epoch[1/50], Step [160/176], Log Doc Loss: 120.7328, KL Div: 0.15512
Epoch[1/50], Step [170/176], Log Doc Loss: 97.3790, KL Div: 0.11947
Epoch[2/50], Step [10/176], Log Doc Loss: 101.0236, KL Div: 0.15163
Epoch[2/50], Step [20/176], Log Doc Loss: 100.7738, KL Div: 0.12459
Epoch[2/50], Step [30/176], Log Doc Loss: 105.1490, KL Div: 0.12218
Epoch[2/50], Step [40/176], Log Doc Loss: 104.7091, KL Div: 0.08348
Epoch[2/50], Step [50/176], Log Doc Loss: 106.9377, KL Div: 0.05629
Epoch[2/50], Step [60/176], Log Doc Loss: 101.3628, KL Div: 0.04623
Epoch[2/50], Step [70/176], Log Doc Loss: 100.1005, KL Div: 0.04122
Epoch[2/50], Step [80/176], Log Doc Loss: 102.3863, KL Div: 0.03488
